id,delivery_person_age,delivery_person_ratings,order_date,order_time,pickup_time,weather_conditions,road_traffic_density,order_type,vehicle_type,multiple_deliveries,festival,city,time_taken_mins,order_year,order_day,order_month,pickup_day_period
8670,35,4.6,2022-03-10,21:55,22:05,Cloudy,Jam,Snack,scooter,1,No,Metropolitian,42,2022,Thursday,March,Night
8671,34,4.9,2022-03-15,08:15,08:25,Sunny,Low,Buffet,motorcycle,0,No,Metropolitian,10,2022,Tuesday,March,Morning
8672,33,5.0,2022-03-01,11:25,11:40,Windy,High,Drinks,electric_scooter,1,No,Metropolitian,30,2022,Tuesday,March,Morning
8673,20,4.9,2022-02-13,10:35,10:45,Stormy,Low,Snack,scooter,1,No,Urban,13,2022,Sunday,February,Morning
8674,37,3.8,2022-04-04,19:45,19:50,Sandstorms,Jam,Meal,electric_scooter,1,No,Metropolitian,41,2022,Monday,April,Evening
8675,26,4.8,2022-03-28,09:40,09:50,Fog,Low,Drinks,motorcycle,1,No,Urban,13,2022,Monday,March,Morning
8676,27,4.8,2022-03-27,23:40,23:50,Sandstorms,Low,Drinks,motorcycle,0,No,Urban,18,2022,Sunday,March,Night
8677,26,4.9,2022-03-29,22:20,22:35,Sandstorms,Low,Snack,scooter,0,No,Urban,17,2022,Tuesday,March,Night
8678,22,4.8,2022-04-01,21:25,21:35,Fog,Jam,Meal,motorcycle,1,No,Metropolitian,25,2022,Friday,April,Night
8679,35,4.6,2022-02-13,22:35,22:50,Cloudy,Low,Buffet,motorcycle,1,No,Metropolitian,25,2022,Sunday,February,Night
8680,39,4.1,2022-04-06,17:30,17:40,Cloudy,Medium,Buffet,scooter,1,No,Metropolitian,41,2022,Wednesday,April,Evening
8681,37,4.1,2022-03-23,20:30,20:40,Fog,Jam,Drinks,motorcycle,1,No,Semi-Urban,49,2022,Wednesday,March,Night
8682,32,4.4,2022-04-05,14:45,14:50,Stormy,High,Drinks,motorcycle,0,No,Metropolitian,46,2022,Tuesday,April,Afternoon
8683,33,4.1,2022-04-06,21:45,21:55,Sandstorms,Jam,Buffet,motorcycle,0,Yes,Metropolitian,43,2022,Wednesday,April,Night
8684,33,4.6,2022-03-01,22:40,22:45,Sandstorms,Low,Snack,motorcycle,1,No,Metropolitian,23,2022,Tuesday,March,Night
8685,25,4.6,2022-03-10,23:45,23:55,Cloudy,Low,Drinks,motorcycle,1,No,Metropolitian,24,2022,Thursday,March,Night
8686,33,4.6,2022-02-15,17:40,17:45,Sandstorms,Medium,Drinks,scooter,0,No,Metropolitian,28,2022,Tuesday,February,Evening
8687,26,4.6,2022-02-11,09:20,09:25,Cloudy,Low,Buffet,motorcycle,0,No,Metropolitian,10,2022,Friday,February,Morning
8688,31,5.0,2022-04-04,22:40,22:50,Sunny,Low,Buffet,scooter,0,No,Metropolitian,16,2022,Monday,April,Night
8689,28,4.9,2022-03-16,20:45,20:55,Stormy,Jam,Snack,motorcycle,1,No,Metropolitian,26,2022,Wednesday,March,Night
8690,36,4.0,2022-02-16,23:10,23:20,Cloudy,Low,Drinks,motorcycle,1,Yes,Metropolitian,44,2022,Wednesday,February,Night
8691,34,4.1,2022-03-09,16:25,16:30,Windy,Medium,Meal,motorcycle,1,No,Urban,33,2022,Wednesday,March,Evening
8692,38,5.0,2022-04-06,23:40,23:50,Sandstorms,Low,Drinks,scooter,1,No,Metropolitian,25,2022,Wednesday,April,Night
8693,22,5.0,2022-03-24,10:55,11:10,Stormy,Low,Meal,scooter,0,No,Metropolitian,15,2022,Thursday,March,Morning
8694,37,4.2,2022-02-16,19:50,19:55,Cloudy,Jam,Meal,motorcycle,2,No,Metropolitian,46,2022,Wednesday,February,Evening
8695,39,4.3,2022-04-02,21:20,21:35,Stormy,Jam,Snack,motorcycle,3,Yes,Metropolitian,52,2022,Saturday,April,Night
8696,32,5.0,2022-03-28,18:10,18:25,Sunny,Medium,Drinks,motorcycle,1,No,Metropolitian,29,2022,Monday,March,Evening
8697,34,4.9,2022-03-09,21:10,21:15,Sandstorms,Jam,Drinks,motorcycle,1,No,Urban,29,2022,Wednesday,March,Night
8698,31,4.6,2022-02-11,23:15,23:25,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,20,2022,Friday,February,Night
8699,24,4.4,2022-03-08,21:40,21:50,Cloudy,Jam,Drinks,electric_scooter,1,No,Metropolitian,32,2022,Tuesday,March,Night
8700,22,4.5,2022-03-21,21:40,21:45,Stormy,Jam,Snack,motorcycle,0,No,Metropolitian,25,2022,Monday,March,Night
8701,22,4.7,2022-03-19,15:25,15:35,Cloudy,Medium,Meal,motorcycle,1,No,Metropolitian,25,2022,Saturday,March,Afternoon
8702,32,4.3,2022-03-03,08:20,08:30,Stormy,Low,Snack,motorcycle,1,No,Urban,20,2022,Thursday,March,Morning
8703,36,4.9,2022-03-15,20:15,20:30,Cloudy,Jam,Drinks,motorcycle,1,No,Metropolitian,25,2022,Tuesday,March,Night
8704,32,5.0,2022-02-11,13:50,14:05,Fog,High,Snack,scooter,2,No,Metropolitian,39,2022,Friday,February,Afternoon
8705,30,4.9,2022-03-07,19:55,20:05,Windy,Jam,Drinks,motorcycle,2,No,Metropolitian,36,2022,Monday,March,Night
8706,24,4.6,2022-02-11,12:55,13:10,Stormy,High,Drinks,motorcycle,0,No,Metropolitian,26,2022,Friday,February,Afternoon
8707,25,4.5,2022-04-01,10:25,10:35,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,19,2022,Friday,April,Morning
8708,21,4.7,2022-02-13,11:40,11:45,Fog,High,Meal,scooter,0,No,Metropolitian,24,2022,Sunday,February,Morning
8709,31,4.9,2022-02-11,08:40,08:50,Fog,Low,Drinks,scooter,1,No,Metropolitian,16,2022,Friday,February,Morning
8710,35,3.5,2022-04-02,19:45,19:50,Windy,Jam,Drinks,motorcycle,0,No,Metropolitian,33,2022,Saturday,April,Evening
8711,37,4.5,2022-03-23,22:35,22:50,Sunny,Low,Snack,scooter,1,No,Metropolitian,20,2022,Wednesday,March,Night
8712,38,5.0,2022-02-11,10:15,10:30,Cloudy,Low,Buffet,scooter,0,No,Metropolitian,15,2022,Friday,February,Morning
8713,39,4.1,2022-04-05,18:45,18:50,Sandstorms,Medium,Drinks,scooter,1,No,Metropolitian,33,2022,Tuesday,April,Evening
8714,22,4.6,2022-04-05,19:15,19:30,Cloudy,Jam,Drinks,motorcycle,2,No,Metropolitian,34,2022,Tuesday,April,Evening
8715,34,5.0,2022-03-04,23:25,23:30,Windy,Low,Buffet,scooter,1,No,Metropolitian,25,2022,Friday,March,Night
8716,35,4.9,2022-03-10,18:55,19:10,Sunny,Medium,Meal,electric_scooter,1,No,Metropolitian,29,2022,Thursday,March,Evening
8717,30,4.7,2022-03-01,15:20,15:35,Fog,Medium,Drinks,motorcycle,0,No,Metropolitian,26,2022,Tuesday,March,Afternoon
8718,30,4.9,2022-04-02,19:35,19:40,Windy,Jam,Buffet,scooter,1,No,Metropolitian,26,2022,Saturday,April,Evening
8719,23,4.9,2022-03-07,09:40,09:55,Sunny,Low,Meal,scooter,0,No,Metropolitian,24,2022,Monday,March,Morning
8720,22,4.0,2022-03-16,18:40,18:50,Sandstorms,Medium,Drinks,motorcycle,1,No,Metropolitian,39,2022,Wednesday,March,Evening
8721,21,5.0,2022-03-20,19:25,19:35,Sandstorms,Jam,Meal,motorcycle,1,No,Metropolitian,25,2022,Sunday,March,Evening
8722,27,4.6,2022-03-18,22:15,22:25,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,25,2022,Friday,March,Night
8723,32,4.3,2022-03-24,08:40,08:45,Stormy,Low,Snack,motorcycle,1,No,Metropolitian,24,2022,Thursday,March,Morning
8724,37,4.3,2022-02-15,21:55,22:05,Fog,Jam,Drinks,scooter,2,No,Urban,34,2022,Tuesday,February,Night
8725,32,4.3,2022-02-16,20:40,20:50,Cloudy,Jam,Buffet,motorcycle,1,No,Metropolitian,39,2022,Wednesday,February,Night
8726,20,5.0,2022-02-16,20:35,20:45,Fog,Jam,Meal,motorcycle,1,No,Metropolitian,36,2022,Wednesday,February,Night
8727,24,4.7,2022-02-16,21:25,21:30,Fog,Jam,Meal,motorcycle,0,No,Metropolitian,44,2022,Wednesday,February,Night
8728,24,4.5,2022-04-06,17:55,18:10,Cloudy,Medium,Snack,scooter,1,No,Metropolitian,25,2022,Wednesday,April,Evening
8729,37,4.7,2022-02-12,21:20,21:35,Sunny,Jam,Drinks,electric_scooter,1,No,Metropolitian,17,2022,Saturday,February,Night
8730,36,4.6,2022-03-29,19:45,19:50,Windy,Jam,Buffet,motorcycle,1,No,Metropolitian,36,2022,Tuesday,March,Evening
8731,38,4.7,2022-04-02,21:45,21:50,Fog,Jam,Snack,scooter,1,No,Metropolitian,36,2022,Saturday,April,Night
8732,24,4.7,2022-03-24,22:35,22:40,Cloudy,Low,Buffet,scooter,1,No,Metropolitian,18,2022,Thursday,March,Night
8733,24,4.2,2022-03-03,09:55,10:10,Stormy,Low,Drinks,motorcycle,1,No,Urban,29,2022,Thursday,March,Morning
8734,23,4.6,2022-04-06,17:10,17:15,Sandstorms,Medium,Buffet,motorcycle,0,No,Metropolitian,16,2022,Wednesday,April,Evening
8735,31,3.8,2022-02-16,23:15,23:25,Cloudy,Low,Snack,motorcycle,1,No,Metropolitian,39,2022,Wednesday,February,Night
8736,28,4.8,2022-04-04,19:30,19:40,Cloudy,Jam,Drinks,scooter,1,No,Metropolitian,38,2022,Monday,April,Evening
8737,38,4.9,2022-03-03,08:20,08:30,Sandstorms,Low,Drinks,scooter,1,No,Metropolitian,22,2022,Thursday,March,Morning
8738,38,4.6,2022-03-07,15:20,15:35,Windy,Medium,Buffet,motorcycle,1,No,Metropolitian,38,2022,Monday,March,Afternoon
8739,20,4.8,2022-03-17,16:40,16:55,Windy,Medium,Buffet,motorcycle,1,No,Metropolitian,17,2022,Thursday,March,Evening
8740,21,4.8,2022-04-01,22:25,22:40,Cloudy,Low,Snack,scooter,0,No,Metropolitian,15,2022,Friday,April,Night
8741,38,4.6,2022-03-27,22:10,22:25,Cloudy,Low,Buffet,motorcycle,1,No,Metropolitian,26,2022,Sunday,March,Night
8742,26,4.8,2022-03-11,17:20,17:25,Sandstorms,Medium,Buffet,motorcycle,1,No,Metropolitian,24,2022,Friday,March,Evening
8743,39,4.8,2022-03-07,10:50,11:05,Cloudy,Low,Drinks,motorcycle,1,No,Metropolitian,19,2022,Monday,March,Morning
8744,21,4.6,2022-03-06,22:50,23:05,Cloudy,Low,Buffet,scooter,1,No,Metropolitian,24,2022,Sunday,March,Night
8745,34,4.6,2022-03-14,19:35,19:50,Cloudy,Jam,Buffet,scooter,0,No,Metropolitian,37,2022,Monday,March,Evening
8746,35,4.1,2022-03-04,20:55,21:10,Stormy,Jam,Buffet,motorcycle,2,No,Metropolitian,33,2022,Friday,March,Night
8747,24,4.8,2022-02-12,17:10,17:25,Fog,Medium,Drinks,motorcycle,1,No,Metropolitian,35,2022,Saturday,February,Evening
8748,26,4.7,2022-02-16,17:10,17:25,Stormy,Medium,Meal,motorcycle,0,No,Metropolitian,24,2022,Wednesday,February,Evening
8749,24,4.9,2022-02-16,18:55,19:05,Sunny,Medium,Buffet,motorcycle,1,No,Urban,20,2022,Wednesday,February,Evening
8750,24,5.0,2022-03-19,09:15,09:30,Sunny,Low,Drinks,motorcycle,0,No,Metropolitian,21,2022,Saturday,March,Morning
8751,24,4.5,2022-03-15,08:10,08:15,Fog,Low,Meal,scooter,1,No,Urban,11,2022,Tuesday,March,Morning
8752,35,3.5,2022-03-06,18:35,18:45,Sandstorms,Medium,Buffet,motorcycle,1,No,Metropolitian,34,2022,Sunday,March,Evening
8753,31,4.8,2022-04-03,19:25,19:35,Sunny,Jam,Meal,scooter,1,No,Metropolitian,15,2022,Sunday,April,Evening
8754,26,4.8,2022-03-31,21:15,21:30,Stormy,Jam,Buffet,motorcycle,1,No,Metropolitian,26,2022,Thursday,March,Night
8755,36,4.3,2022-03-02,20:15,20:30,Stormy,Jam,Snack,motorcycle,1,No,Metropolitian,31,2022,Wednesday,March,Night
8756,22,5.0,2022-03-31,20:30,20:40,Fog,Jam,Buffet,electric_scooter,2,No,Metropolitian,36,2022,Thursday,March,Night
8757,22,5.0,2022-03-23,22:45,22:50,Fog,Low,Buffet,motorcycle,0,No,Metropolitian,24,2022,Wednesday,March,Night
8758,33,5.0,2022-03-28,09:55,10:10,Sunny,Low,Meal,scooter,0,No,Urban,11,2022,Monday,March,Morning
8759,38,4.6,2022-03-17,20:30,20:35,Sunny,Jam,Buffet,motorcycle,0,No,Metropolitian,16,2022,Thursday,March,Night
8760,29,4.9,2022-03-01,15:40,15:45,Sunny,Medium,Buffet,scooter,0,No,Metropolitian,12,2022,Tuesday,March,Afternoon
8761,33,5.0,2022-02-13,23:40,23:45,Windy,Low,Snack,scooter,0,No,Metropolitian,20,2022,Sunday,February,Night
8762,32,4.1,2022-03-11,20:20,20:25,Stormy,Jam,Buffet,motorcycle,1,No,Metropolitian,31,2022,Friday,March,Night
8763,26,4.6,2022-04-04,19:35,19:45,Windy,Jam,Meal,electric_scooter,1,No,Metropolitian,24,2022,Monday,April,Evening
8764,20,4.4,2022-03-13,23:40,23:55,Windy,Low,Drinks,motorcycle,1,No,Urban,28,2022,Sunday,March,Night
8765,24,4.9,2022-03-02,21:25,21:30,Sunny,Jam,Meal,electric_scooter,0,No,Metropolitian,22,2022,Wednesday,March,Night
8766,25,4.7,2022-02-18,22:25,22:30,Sandstorms,Low,Snack,scooter,1,No,Metropolitian,19,2022,Friday,February,Night
8767,35,4.1,2022-03-27,21:40,21:45,Cloudy,Jam,Buffet,scooter,1,Yes,Metropolitian,48,2022,Sunday,March,Night
8768,39,5.0,2022-04-04,19:20,19:35,Stormy,Jam,Drinks,motorcycle,1,No,Metropolitian,27,2022,Monday,April,Evening
8769,22,4.6,2022-03-17,11:25,11:35,Fog,High,Snack,scooter,2,No,Metropolitian,34,2022,Thursday,March,Morning
8770,32,3.5,2022-03-06,17:25,17:40,Stormy,Medium,Snack,scooter,1,No,Metropolitian,33,2022,Sunday,March,Evening
8771,21,4.5,2022-03-17,11:55,12:10,Stormy,High,Drinks,motorcycle,0,No,Urban,14,2022,Thursday,March,Afternoon
8772,33,5.0,2022-04-03,08:55,09:05,Sunny,Low,Meal,motorcycle,1,No,Metropolitian,29,2022,Sunday,April,Morning
8773,37,4.8,2022-03-21,08:30,08:45,Fog,Low,Buffet,scooter,0,No,Metropolitian,15,2022,Monday,March,Morning
8774,22,4.4,2022-02-12,20:15,20:30,Fog,Jam,Buffet,electric_scooter,1,No,Metropolitian,35,2022,Saturday,February,Night
8775,26,4.9,2022-03-15,09:25,09:40,Cloudy,Low,Meal,motorcycle,0,No,Metropolitian,18,2022,Tuesday,March,Morning
8776,24,3.3,2022-03-25,23:50,00:05,Sunny,Low,Meal,electric_scooter,2,No,Metropolitian,36,2022,Friday,March,Midnight
8777,36,4.7,2022-03-11,10:25,10:30,Sunny,Low,Drinks,scooter,0,No,Metropolitian,12,2022,Friday,March,Morning
8778,20,4.6,2022-03-26,11:35,11:45,Stormy,High,Snack,scooter,1,No,Metropolitian,12,2022,Saturday,March,Morning
8779,27,4.6,2022-03-11,11:15,11:25,Sunny,High,Snack,electric_scooter,0,No,Urban,16,2022,Friday,March,Morning
8780,20,4.7,2022-03-16,17:50,18:05,Cloudy,Medium,Meal,motorcycle,1,No,Metropolitian,34,2022,Wednesday,March,Evening
8781,26,4.4,2022-03-15,23:20,23:30,Sandstorms,Low,Meal,motorcycle,1,No,Urban,21,2022,Tuesday,March,Night
8782,23,4.1,2022-03-24,09:25,09:35,Windy,Low,Meal,motorcycle,0,No,Metropolitian,25,2022,Thursday,March,Morning
8783,24,4.9,2022-02-17,22:20,22:30,Stormy,Low,Snack,scooter,1,No,Urban,10,2022,Thursday,February,Night
8784,39,4.8,2022-03-07,22:25,22:30,Fog,Low,Meal,motorcycle,1,No,Metropolitian,25,2022,Monday,March,Night
8785,27,4.8,2022-04-06,20:10,20:20,Sandstorms,Jam,Snack,motorcycle,1,No,Urban,25,2022,Wednesday,April,Night
8786,38,4.5,2022-03-04,20:40,20:50,Sandstorms,Jam,Snack,motorcycle,1,No,Metropolitian,44,2022,Friday,March,Night
8787,38,4.6,2022-04-06,21:20,21:30,Windy,Jam,Buffet,motorcycle,2,Yes,Urban,45,2022,Wednesday,April,Night
8788,37,4.7,2022-02-12,18:30,18:35,Sunny,Medium,Meal,motorcycle,1,No,Metropolitian,27,2022,Saturday,February,Evening
8789,31,5.0,2022-02-11,18:40,18:50,Windy,Medium,Drinks,motorcycle,1,No,Metropolitian,39,2022,Friday,February,Evening
8790,24,5.0,2022-03-17,20:35,20:40,Sandstorms,Jam,Buffet,motorcycle,1,No,Metropolitian,14,2022,Thursday,March,Night
8791,22,4.5,2022-04-02,22:40,22:45,Stormy,Low,Snack,motorcycle,0,No,Urban,15,2022,Saturday,April,Night
8792,25,4.8,2022-03-31,20:35,20:40,Sunny,Jam,Drinks,motorcycle,0,No,Urban,16,2022,Thursday,March,Night
8793,36,4.8,2022-02-13,19:40,19:55,Windy,Jam,Buffet,motorcycle,1,No,Metropolitian,29,2022,Sunday,February,Evening
8794,31,4.8,2022-03-15,11:35,11:45,Cloudy,High,Snack,motorcycle,1,No,Metropolitian,30,2022,Tuesday,March,Morning
8795,24,4.5,2022-02-17,19:25,19:40,Fog,Jam,Drinks,motorcycle,1,No,Metropolitian,25,2022,Thursday,February,Evening
8796,20,4.9,2022-03-24,09:50,10:05,Stormy,Low,Buffet,electric_scooter,0,No,Metropolitian,13,2022,Thursday,March,Morning
8797,34,4.8,2022-03-14,19:30,19:35,Stormy,Jam,Snack,motorcycle,1,No,Urban,38,2022,Monday,March,Evening
8798,38,4.4,2022-03-21,08:10,08:25,Windy,Low,Drinks,motorcycle,0,No,Urban,23,2022,Monday,March,Morning
8799,20,4.8,2022-04-05,23:25,23:40,Stormy,Low,Buffet,motorcycle,1,No,Metropolitian,17,2022,Tuesday,April,Night
8800,23,4.8,2022-03-21,20:55,21:05,Sandstorms,Jam,Meal,motorcycle,0,No,Urban,16,2022,Monday,March,Night
8801,33,4.5,2022-04-03,17:35,17:45,Windy,Medium,Snack,electric_scooter,1,No,Metropolitian,25,2022,Sunday,April,Evening
8802,35,4.1,2022-03-03,13:20,13:30,Cloudy,High,Snack,scooter,1,No,Metropolitian,35,2022,Thursday,March,Afternoon
8803,37,4.9,2022-03-25,18:10,18:20,Fog,Medium,Drinks,scooter,0,No,Metropolitian,30,2022,Friday,March,Evening
8804,39,4.6,2022-03-15,10:25,10:30,Windy,Low,Snack,motorcycle,1,No,Metropolitian,27,2022,Tuesday,March,Morning
8805,20,4.5,2022-04-01,17:30,17:35,Windy,Medium,Buffet,motorcycle,0,No,Urban,14,2022,Friday,April,Evening
8806,38,4.9,2022-04-06,19:25,19:40,Sunny,Jam,Meal,motorcycle,1,No,Metropolitian,30,2022,Wednesday,April,Evening
8807,31,4.2,2022-03-08,20:15,20:20,Fog,Jam,Buffet,scooter,0,No,Metropolitian,48,2022,Tuesday,March,Night
8808,36,4.8,2022-04-04,18:50,18:55,Windy,Medium,Drinks,motorcycle,1,No,Metropolitian,30,2022,Monday,April,Evening
8809,24,5.0,2022-03-03,17:50,18:05,Cloudy,Medium,Buffet,scooter,1,No,Metropolitian,14,2022,Thursday,March,Evening
8810,29,4.7,2022-04-04,20:40,20:55,Sandstorms,Jam,Buffet,scooter,1,No,Metropolitian,18,2022,Monday,April,Night
8811,24,4.5,2022-04-05,11:20,11:25,Sandstorms,High,Snack,scooter,1,No,Metropolitian,25,2022,Tuesday,April,Morning
8812,21,4.8,2022-04-02,23:50,00:05,Fog,Low,Snack,motorcycle,1,No,Metropolitian,23,2022,Saturday,April,Midnight
8813,38,4.6,2022-03-03,10:15,10:30,Fog,Low,Meal,scooter,1,No,Metropolitian,19,2022,Thursday,March,Morning
8814,38,4.8,2022-03-18,20:20,20:25,Cloudy,Jam,Snack,motorcycle,1,Yes,Metropolitian,43,2022,Friday,March,Night
8815,24,4.8,2022-03-26,10:35,10:50,Cloudy,Low,Meal,motorcycle,0,No,Metropolitian,15,2022,Saturday,March,Morning
8816,26,3.2,2022-03-18,22:35,22:45,Sunny,Low,Snack,motorcycle,2,No,Metropolitian,42,2022,Friday,March,Night
8817,35,4.3,2022-02-16,22:30,22:35,Fog,Low,Buffet,motorcycle,1,No,Metropolitian,38,2022,Wednesday,February,Night
8818,23,4.5,2022-02-14,21:50,22:05,Sunny,Jam,Snack,scooter,1,No,Metropolitian,22,2022,Monday,February,Night
8819,30,5.0,2022-04-01,23:15,23:25,Fog,Low,Snack,motorcycle,0,No,Metropolitian,23,2022,Friday,April,Night
8820,32,3.7,2022-03-29,22:20,22:25,Cloudy,Low,Buffet,electric_scooter,0,No,Metropolitian,37,2022,Tuesday,March,Night
8821,35,4.6,2022-04-05,15:15,15:30,Windy,Medium,Drinks,motorcycle,0,No,Metropolitian,25,2022,Tuesday,April,Afternoon
8822,34,4.5,2022-02-15,21:10,21:25,Stormy,Jam,Snack,scooter,1,No,Metropolitian,26,2022,Tuesday,February,Night
8823,37,4.7,2022-03-12,17:55,18:05,Cloudy,Medium,Snack,scooter,2,No,Metropolitian,42,2022,Saturday,March,Evening
8824,29,5.0,2022-03-18,17:45,17:55,Windy,Medium,Drinks,motorcycle,1,No,Metropolitian,15,2022,Friday,March,Evening
8825,31,3.9,2022-03-27,19:15,19:25,Sandstorms,Jam,Snack,scooter,1,No,Urban,41,2022,Sunday,March,Evening
8826,28,4.4,2022-03-25,18:40,18:45,Stormy,Medium,Buffet,motorcycle,1,No,Metropolitian,39,2022,Friday,March,Evening
8827,23,4.5,2022-03-20,21:35,21:40,Sandstorms,Jam,Drinks,motorcycle,1,No,Metropolitian,30,2022,Sunday,March,Night
8828,23,4.8,2022-03-02,22:35,22:40,Windy,Low,Drinks,electric_scooter,1,No,Urban,11,2022,Wednesday,March,Night
8829,27,4.5,2022-03-04,21:10,21:20,Sunny,Jam,Meal,motorcycle,1,No,Metropolitian,18,2022,Friday,March,Night
8830,26,4.6,2022-03-07,21:40,21:45,Windy,Jam,Snack,motorcycle,1,No,Metropolitian,21,2022,Monday,March,Night
8831,21,4.9,2022-02-18,19:30,19:45,Fog,Jam,Snack,motorcycle,1,No,Urban,41,2022,Friday,February,Evening
8832,24,4.5,2022-03-15,17:25,17:40,Stormy,Medium,Buffet,scooter,1,No,Urban,26,2022,Tuesday,March,Evening
8833,21,4.5,2022-03-08,19:20,19:30,Stormy,Jam,Snack,scooter,0,No,Metropolitian,16,2022,Tuesday,March,Evening
8834,20,4.9,2022-03-23,18:10,18:15,Stormy,Medium,Snack,motorcycle,1,No,Metropolitian,34,2022,Wednesday,March,Evening
8835,32,4.5,2022-04-03,09:10,09:15,Sandstorms,Low,Buffet,motorcycle,1,No,Urban,27,2022,Sunday,April,Morning
8836,35,4.9,2022-03-20,19:15,19:30,Cloudy,Jam,Snack,scooter,1,Yes,Metropolitian,48,2022,Sunday,March,Evening
8837,37,4.7,2022-03-16,21:30,21:45,Cloudy,Jam,Snack,scooter,1,No,Metropolitian,40,2022,Wednesday,March,Night
8838,35,4.7,2022-02-13,21:25,21:40,Sunny,Jam,Buffet,motorcycle,1,No,Metropolitian,20,2022,Sunday,February,Night
8839,35,4.9,2022-03-28,18:10,18:20,Sunny,Medium,Meal,motorcycle,1,No,Urban,23,2022,Monday,March,Evening
8840,26,4.9,2022-03-03,09:50,09:55,Cloudy,Low,Meal,motorcycle,1,No,Urban,12,2022,Thursday,March,Morning
8841,32,3.8,2022-03-18,19:20,19:25,Stormy,Jam,Snack,electric_scooter,0,No,Urban,34,2022,Friday,March,Evening
8842,34,4.6,2022-03-03,20:45,20:50,Windy,Jam,Drinks,motorcycle,1,No,Metropolitian,30,2022,Thursday,March,Night
8843,37,4.9,2022-03-31,19:50,20:05,Sandstorms,Jam,Meal,scooter,1,No,Metropolitian,27,2022,Thursday,March,Night
8844,38,4.1,2022-03-25,20:55,21:10,Stormy,Jam,Snack,scooter,1,No,Metropolitian,38,2022,Friday,March,Night
8845,37,5.0,2022-04-05,17:35,17:50,Sunny,Medium,Drinks,motorcycle,1,No,Metropolitian,21,2022,Tuesday,April,Evening
8846,35,4.4,2022-03-23,19:10,19:20,Stormy,Jam,Meal,motorcycle,1,No,Metropolitian,37,2022,Wednesday,March,Evening
8847,20,4.9,2022-03-31,20:30,20:45,Stormy,Jam,Snack,scooter,1,No,Metropolitian,23,2022,Thursday,March,Night
8848,23,4.7,2022-03-25,20:55,21:05,Windy,Jam,Snack,electric_scooter,1,No,Urban,24,2022,Friday,March,Night
8849,36,5.0,2022-03-20,19:40,19:45,Cloudy,Jam,Snack,scooter,1,No,Metropolitian,39,2022,Sunday,March,Evening
8850,36,4.2,2022-03-27,19:20,19:25,Stormy,Jam,Snack,motorcycle,1,No,Metropolitian,53,2022,Sunday,March,Evening
8851,31,4.8,2022-02-16,23:35,23:50,Stormy,Low,Meal,motorcycle,1,No,Metropolitian,25,2022,Wednesday,February,Night
8852,22,5.0,2022-03-02,19:50,20:05,Cloudy,Jam,Snack,motorcycle,2,No,Metropolitian,43,2022,Wednesday,March,Night
8853,33,4.8,2022-03-29,18:25,18:40,Stormy,Medium,Drinks,scooter,1,No,Metropolitian,29,2022,Tuesday,March,Evening
8854,20,4.9,2022-02-15,21:35,21:50,Windy,Jam,Meal,scooter,1,No,Metropolitian,26,2022,Tuesday,February,Night
8855,30,5.0,2022-04-03,18:15,18:25,Stormy,Medium,Buffet,motorcycle,1,No,Metropolitian,39,2022,Sunday,April,Evening
8856,26,4.8,2022-03-11,10:55,11:10,Stormy,Low,Meal,scooter,0,No,Metropolitian,19,2022,Friday,March,Morning
8857,31,4.8,2022-03-27,19:10,19:20,Cloudy,Jam,Drinks,motorcycle,0,No,Metropolitian,42,2022,Sunday,March,Evening
8858,33,4.1,2022-03-23,18:30,18:40,Stormy,Medium,Meal,scooter,1,No,Metropolitian,39,2022,Wednesday,March,Evening
8859,29,4.7,2022-03-12,23:25,23:30,Sandstorms,Low,Drinks,scooter,0,No,Metropolitian,18,2022,Saturday,March,Night
8860,27,4.7,2022-03-07,10:20,10:35,Windy,Low,Drinks,scooter,0,No,Metropolitian,16,2022,Monday,March,Morning
8861,33,4.1,2022-03-15,17:55,18:05,Windy,Medium,Drinks,motorcycle,1,No,Metropolitian,34,2022,Tuesday,March,Evening
8862,22,4.8,2022-03-17,11:40,11:50,Cloudy,High,Snack,motorcycle,1,No,Metropolitian,22,2022,Thursday,March,Morning
8863,38,4.8,2022-03-23,18:30,18:40,Cloudy,Medium,Snack,motorcycle,1,No,Metropolitian,48,2022,Wednesday,March,Evening
8864,39,4.6,2022-04-01,08:40,08:45,Windy,Low,Meal,motorcycle,1,No,Metropolitian,25,2022,Friday,April,Morning
8865,35,4.4,2022-03-28,11:25,11:30,Stormy,High,Meal,scooter,2,No,Urban,33,2022,Monday,March,Morning
8866,37,4.6,2022-03-28,23:55,00:10,Windy,Low,Meal,scooter,1,No,Metropolitian,24,2022,Monday,March,Midnight
8867,37,4.9,2022-04-01,09:30,09:35,Sunny,Low,Drinks,motorcycle,1,No,Urban,14,2022,Friday,April,Morning
8868,39,4.3,2022-03-15,08:35,08:50,Windy,Low,Drinks,motorcycle,1,No,Metropolitian,23,2022,Tuesday,March,Morning
8869,32,5.0,2022-03-31,17:20,17:25,Cloudy,Medium,Meal,electric_scooter,1,No,Urban,38,2022,Thursday,March,Evening
8870,38,4.0,2022-03-10,21:20,21:30,Windy,Jam,Snack,motorcycle,1,No,Urban,43,2022,Thursday,March,Night
